url,locale,route_type,package_id,cluster,slug,title,h1,word_count,internal_inbound_links,internal_outbound_links,has_calculator,source_count,last_reviewed,og_image_unique,first_commit_date,first_pr
https://worthcalc.win/ar/guides/billing-date-cash-flow-overlap/,ar,guide,011,income-savings,billing-date-cash-flow-overlap,تداخل مواعيد الخصم: خطط للرسوم الكبيرة في الأسبوع نفسه,تداخل مواعيد الخصم: خطط للرسوم الكبيرة في الأسبوع نفسه,410,2,1,false,2,2026-09-02,true,2026-09-02,PR #130
https://worthcalc.win/ar/guides/blender-cost-per-blending-session-used/,ar,guide,057,everyday,blender-cost-per-blending-session-used,تكلفة الخلاط لكل جلسة خلط,تكلفة الخلاط لكل جلسة خلط,405,4,4,false,4,2026-09-02,true,2026-09-02,無資料
https://worthcalc.win/ar/guides/bread-maker-cost-per-loaf-used/,ar,guide,065,everyday,bread-maker-cost-per-loaf-used,تكلفة آلة صنع الخبز لكل رغيف: احسب طاقة العجن والخبز,تكلفة آلة صنع الخبز لكل رغيف: احسب طاقة العجن والخبز,587,4,4,false,4,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/ceiling-fan-cost-per-operating-hour-used/,ar,guide,030,everyday,ceiling-fan-cost-per-operating-hour-used,تكلفة مروحة السقف لكل ساعة تشغيل: افصل الهواء عن الإضاءة,تكلفة مروحة السقف لكل ساعة تشغيل: افصل الهواء عن الإضاءة,188,2,4,false,2,2026-09-02,true,2026-09-02,無資料
https://worthcalc.win/ar/guides/ceiling-fan-electricity-cost-per-cooling-hour-used/,ar,guide,101,everyday,ceiling-fan-electricity-cost-per-cooling-hour-used,تكلفة مروحة السقف لكل ساعة تبريد: افصل المصباح والاستعداد,تكلفة مروحة السقف لكل ساعة تبريد: افصل المصباح والاستعداد,395,5,5,false,7,2026-09-03,true,2026-09-03,PR #152
https://worthcalc.win/ar/guides/childcare-cost-per-hour-used/,ar,guide,015,income-savings,childcare-cost-per-hour-used,تكلفة رعاية الطفل لكل ساعة مستخدمة: احسب الجدول الذي تحتاجه فعلاً,تكلفة رعاية الطفل لكل ساعة مستخدمة: احسب الجدول الذي تحتاجه فعلاً,303,2,4,true,1,2026-09-02,true,2026-09-02,PR #134
https://worthcalc.win/ar/guides/clothes-dryer-cost-per-load-used/,ar,guide,023,everyday,clothes-dryer-cost-per-load-used,تكلفة المجفف لكل حمولة مستخدمة: قارن الحرارة والوقت وحجم الحمولة,تكلفة المجفف لكل حمولة مستخدمة: قارن الحرارة والوقت وحجم الحمولة,356,1,5,false,2,2026-09-02,true,2026-09-02,PR #138
https://worthcalc.win/ar/guides/cloud-storage-cost-per-retained-gb/,ar,guide,016,everyday,cloud-storage-cost-per-retained-gb,تكلفة التخزين السحابي لكل جيجابايت محتفظ بها: احسب التكرار والسعة غير المستخدمة,تكلفة التخزين السحابي لكل جيجابايت محتفظ بها: احسب التكرار والسعة غير المستخدمة,310,3,5,true,2,2026-09-02,true,2026-09-02,PR #135
https://worthcalc.win/ar/guides/coffee-maker-cost-per-brew-used/,ar,guide,050,everyday,coffee-maker-cost-per-brew-used,تكلفة ماكينة القهوة لكل تحضير: افصل التخمير والحفاظ على الحرارة والأكواب,تكلفة ماكينة القهوة لكل تحضير: افصل التخمير والحفاظ على الحرارة والأكواب,258,3,4,false,2,2026-09-02,true,2026-09-02,PR #142
https://worthcalc.win/ar/guides/computer-electricity-cost-per-day-used/,ar,guide,041,everyday,computer-electricity-cost-per-day-used,تكلفة الكمبيوتر الكهربائية يومياً: افصل العمل والسكون والشحن,تكلفة الكمبيوتر الكهربائية يومياً: افصل العمل والسكون والشحن,267,3,4,false,2,2026-09-02,true,2026-09-02,PR #141
https://worthcalc.win/ar/guides/cost-per-use-kitchen-appliance/,ar,guide,014,everyday,cost-per-use-kitchen-appliance,تكلفة استخدام جهاز المطبخ: أضف الطاقة والتنظيف والاستبدال,تكلفة استخدام جهاز المطبخ: أضف الطاقة والتنظيف والاستبدال,294,7,4,true,2,2026-09-02,true,2026-09-02,PR #133
https://worthcalc.win/ar/guides/cost-per-wear-clothing/,ar,guide,014,everyday,cost-per-wear-clothing,حاسبة تكلفة ارتداء الملابس: احسب السعر حسب الاستخدام الواقعي,حاسبة تكلفة ارتداء الملابس: احسب السعر حسب الاستخدام الواقعي,294,2,4,true,1,2026-09-02,true,2026-09-02,PR #133
https://worthcalc.win/ar/guides/costco-executive-break-even-eligible-spend/,ar,guide,012,memberships,costco-executive-break-even-eligible-spend,نقطة تعادل Costco Executive: كم يلزم من الإنفاق المؤهل لتغطية الترقية؟,نقطة تعادل Costco Executive: كم يلزم من الإنفاق المؤهل لتغطية الترقية؟,441,5,3,false,3,2026-09-02,true,2026-09-02,PR #131
https://worthcalc.win/ar/guides/costco-gas-detour-break-even/,ar,guide,012,memberships,costco-gas-detour-break-even,نقطة تعادل الانحراف إلى وقود Costco: هل يعوض السعر الأقل الرحلة؟,نقطة تعادل الانحراف إلى وقود Costco: هل يعوض السعر الأقل الرحلة؟,344,1,2,false,2,2026-09-02,true,2026-09-02,PR #131
https://worthcalc.win/ar/guides/costco-household-card-break-even-use/,ar,guide,012,memberships,costco-household-card-break-even-use,بطاقة الأسرة في Costco: كيف تقيس قيمة الاستخدام المشترك فعلياً؟,بطاقة الأسرة في Costco: كيف تقيس قيمة الاستخدام المشترك فعلياً؟,333,1,4,false,3,2026-09-02,true,2026-09-02,PR #131
https://worthcalc.win/ar/guides/costco-membership-fee-break-even-savings/,ar,guide,012,memberships,costco-membership-fee-break-even-savings,نقطة تعادل عضوية Costco: كم يجب أن تتسوق لتعويض الرسم؟,نقطة تعادل عضوية Costco: كم يجب أن تتسوق لتعويض الرسم؟,352,4,3,false,1,2026-09-02,true,2026-09-02,PR #131
https://worthcalc.win/ar/guides/costco-renewal-refund-reward-timing/,ar,guide,012,memberships,costco-renewal-refund-reward-timing,توقيت تجديد Costco والاسترداد والمكافأة: احسب التكلفة الصافية,توقيت تجديد Costco والاسترداد والمكافأة: احسب التكلفة الصافية,329,2,4,false,3,2026-09-02,true,2026-09-02,PR #131
https://worthcalc.win/ar/guides/costco-reward-cap-usage-break-even/,ar,guide,012,memberships,costco-reward-cap-usage-break-even,سقف مكافأة Costco: متى يتوقف الإنفاق الإضافي عن زيادة الفائدة؟,سقف مكافأة Costco: متى يتوقف الإنفاق الإضافي عن زيادة الفائدة؟,328,1,4,false,3,2026-09-02,true,2026-09-02,PR #131
https://worthcalc.win/ar/guides/costco-reward-exclusion-effective-rate/,ar,guide,012,memberships,costco-reward-exclusion-effective-rate,استثناءات مكافآت Costco: احسب معدل المكافأة الفعلي لديك,استثناءات مكافآت Costco: احسب معدل المكافأة الفعلي لديك,325,4,3,true,3,2026-09-02,true,2026-09-02,PR #131
https://worthcalc.win/ar/guides/countertop-ice-maker-cost-per-batch-used/,ar,guide,071,everyday,countertop-ice-maker-cost-per-batch-used,تكلفة آلة الثلج لكل دفعة: أدرج التجميد ووقت الاحتفاظ,تكلفة آلة الثلج لكل دفعة: أدرج التجميد ووقت الاحتفاظ,515,4,4,false,4,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/coworking-membership-cost-per-day/,ar,guide,014,memberships,coworking-membership-cost-per-day,تكلفة يوم العمل المشترك: احسب الوصول غير المستخدم,تكلفة يوم العمل المشترك: احسب الوصول غير المستخدم,286,2,4,true,1,2026-09-02,true,2026-09-02,PR #133
https://worthcalc.win/ar/guides/dehumidifier-cost-per-pint-removed/,ar,guide,029,everyday,dehumidifier-cost-per-pint-removed,تكلفة مزيل الرطوبة لكل وحدة ماء مستخرجة: قارن الطاقة والوقت والرطوبة,تكلفة مزيل الرطوبة لكل وحدة ماء مستخرجة: قارن الطاقة والوقت والرطوبة,201,2,4,false,2,2026-09-02,true,2026-09-02,無資料
https://worthcalc.win/ar/guides/dehumidifier-electricity-cost-per-laundry-drying-session-used/,ar,guide,121,everyday,dehumidifier-electricity-cost-per-laundry-drying-session-used,تكلفة مزيل الرطوبة لكل ساعة تجفيف: أدرج توقفات الضاغط,تكلفة مزيل الرطوبة لكل ساعة تجفيف: أدرج توقفات الضاغط,482,4,4,false,4,2026-09-03,true,2026-09-03,PR #155
https://worthcalc.win/ar/guides/desk-fan-electricity-cost-per-cooling-hour-used/,ar,guide,093,everyday,desk-fan-electricity-cost-per-cooling-hour-used,تكلفة مروحة المكتب لكل ساعة تبريد: أدرج السرعة والتذبذب,تكلفة مروحة المكتب لكل ساعة تبريد: أدرج السرعة والتذبذب,376,4,4,false,5,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/desktop-speakers-electricity-cost-per-listening-hour-used/,ar,guide,082,everyday,desktop-speakers-electricity-cost-per-listening-hour-used,تكلفة كهرباء مكبرات المكتب لكل ساعة استماع: قِس المضخم والخمول,تكلفة كهرباء مكبرات المكتب لكل ساعة استماع: قِس المضخم والخمول,524,4,4,false,5,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/digital-photo-frame-electricity-cost-per-display-day-used/,ar,guide,100,everyday,digital-photo-frame-electricity-cost-per-display-day-used,تكلفة إطار الصور الرقمي لكل يوم عرض: افصل الشاشة واستعداد الشبكة,تكلفة إطار الصور الرقمي لكل يوم عرض: افصل الشاشة واستعداد الشبكة,389,1,4,false,7,2026-09-03,true,2026-09-03,PR #151
https://worthcalc.win/ar/guides/dishwasher-cost-per-cycle-used/,ar,guide,022,everyday,dishwasher-cost-per-cycle-used,تكلفة غسالة الصحون لكل دورة مستخدمة: احسب الطاقة والماء والمنظف,تكلفة غسالة الصحون لكل دورة مستخدمة: احسب الطاقة والماء والمنظف,369,3,5,false,2,2026-09-02,true,2026-09-02,PR #137
https://worthcalc.win/ar/guides/document-camera-electricity-cost-per-presentation-hour-used/,ar,guide,099,everyday,document-camera-electricity-cost-per-presentation-hour-used,تكلفة كاميرا المستندات لكل ساعة عرض: أدرج المصباح والحاسوب,تكلفة كاميرا المستندات لكل ساعة عرض: أدرج المصباح والحاسوب,376,4,4,false,7,2026-09-03,true,2026-09-03,PR #151
https://worthcalc.win/ar/guides/e-reader-electricity-cost-per-reading-hour-used/,ar,guide,090,everyday,e-reader-electricity-cost-per-reading-hour-used,تكلفة قارئ الكتب الإلكتروني لكل ساعة قراءة: احسب طاقة الشحن,تكلفة قارئ الكتب الإلكتروني لكل ساعة قراءة: احسب طاقة الشحن,397,4,4,false,5,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/electric-air-pump-electricity-cost-per-inflation-session-used/,ar,guide,106,income-savings,electric-air-pump-electricity-cost-per-inflation-session-used,تكلفة مضخة الهواء لكل جلسة نفخ: أدرج توقف الضغط والمحاولات,تكلفة مضخة الهواء لكل جلسة نفخ: أدرج توقف الضغط والمحاولات,388,1,4,false,7,2026-09-03,true,2026-09-03,PR #152
https://worthcalc.win/ar/guides/electric-blanket-cost-per-night-used/,ar,guide,046,everyday,electric-blanket-cost-per-night-used,تكلفة البطانية الكهربائية لكل ليلة: أدرج إعدادات الحرارة ووقت النوم الفعلي,تكلفة البطانية الكهربائية لكل ليلة: أدرج إعدادات الحرارة ووقت النوم الفعلي,260,2,4,false,2,2026-09-02,true,2026-09-02,PR #141
https://worthcalc.win/ar/guides/electric-can-opener-cost-per-use-used/,ar,guide,070,everyday,electric-can-opener-cost-per-use-used,تكلفة فتاحة العلب الكهربائية لكل استخدام: قِس وقت المحرك,تكلفة فتاحة العلب الكهربائية لكل استخدام: قِس وقت المحرك,593,4,4,false,4,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/electric-citrus-juicer-cost-per-juice-session-used/,ar,guide,072,everyday,electric-citrus-juicer-cost-per-juice-session-used,تكلفة عصارة الحمضيات لكل جلسة: قِس وقت الضغط والمحرك,تكلفة عصارة الحمضيات لكل جلسة: قِس وقت الضغط والمحرك,497,4,4,false,4,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/electric-egg-cooker-cost-per-cooking-cycle-used/,ar,guide,068,everyday,electric-egg-cooker-cost-per-cooking-cycle-used,تكلفة جهاز طهي البيض لكل دورة: احسب التسخين والماء,تكلفة جهاز طهي البيض لكل دورة: احسب التسخين والماء,591,4,4,false,4,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/electric-fireplace-electricity-cost-per-heating-hour-used/,ar,guide,118,everyday,electric-fireplace-electricity-cost-per-heating-hour-used,تكلفة المدفأة الكهربائية لكل ساعة تدفئة: افصل وضع اللهب,تكلفة المدفأة الكهربائية لكل ساعة تدفئة: افصل وضع اللهب,519,9,5,false,4,2026-09-03,true,2026-09-03,PR #154
https://worthcalc.win/ar/guides/electric-food-warmer-cost-per-heating-hour-used/,ar,guide,076,everyday,electric-food-warmer-cost-per-heating-hour-used,تكلفة سخان الطعام لكل ساعة: قِس دورات الثرموستات,تكلفة سخان الطعام لكل ساعة: قِس دورات الثرموستات,508,4,4,false,4,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/electric-foot-massager-electricity-cost-per-massage-session-used/,ar,guide,094,everyday,electric-foot-massager-electricity-cost-per-massage-session-used,تكلفة جهاز تدليك القدم لكل جلسة: افصل الاستعداد والتدفئة,تكلفة جهاز تدليك القدم لكل جلسة: افصل الاستعداد والتدفئة,383,4,4,false,5,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/electric-griddle-cost-per-cooking-hour-used/,ar,guide,062,everyday,electric-griddle-cost-per-cooking-hour-used,تكلفة الصاج الكهربائي لكل ساعة طهي: افصل التسخين والطهي الفعلي,تكلفة الصاج الكهربائي لكل ساعة طهي: افصل التسخين والطهي الفعلي,266,4,4,false,4,2026-09-02,true,2026-09-02,無資料
https://worthcalc.win/ar/guides/electric-hand-mixer-electricity-cost-per-mixing-session-used/,ar,guide,112,everyday,electric-hand-mixer-electricity-cost-per-mixing-session-used,تكلفة الخلاط اليدوي لكل جلسة خلط: احسب السرعة,تكلفة الخلاط اليدوي لكل جلسة خلط: احسب السرعة,330,5,5,false,4,2026-09-03,true,2026-09-03,PR #153
https://worthcalc.win/ar/guides/electric-insect-zapper-electricity-cost-per-overnight-used/,ar,guide,115,everyday,electric-insect-zapper-electricity-cost-per-overnight-used,تكلفة صاعق الحشرات لكل ليلة: افصل الاستعداد والتشغيل,تكلفة صاعق الحشرات لكل ليلة: افصل الاستعداد والتشغيل,528,5,5,false,4,2026-09-03,true,2026-09-03,PR #154
https://worthcalc.win/ar/guides/electric-kettle-cost-per-boil-used/,ar,guide,049,everyday,electric-kettle-cost-per-boil-used,تكلفة الغلاية الكهربائية لكل غليان: أدرج كمية الماء والإيقاف,تكلفة الغلاية الكهربائية لكل غليان: أدرج كمية الماء والإيقاف,273,3,5,false,2,2026-09-02,true,2026-09-02,PR #142
https://worthcalc.win/ar/guides/electric-lunch-box-cost-per-heating-cycle-used/,ar,guide,069,everyday,electric-lunch-box-cost-per-heating-cycle-used,تكلفة علبة الطعام الكهربائية لكل دورة تسخين: افصل التسخين والانتظار,تكلفة علبة الطعام الكهربائية لكل دورة تسخين: افصل التسخين والانتظار,581,4,4,false,4,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/electric-meat-grinder-cost-per-grinding-session-used/,ar,guide,073,everyday,electric-meat-grinder-cost-per-grinding-session-used,تكلفة مفرمة اللحم لكل جلسة: وزّع وقت المحرك,تكلفة مفرمة اللحم لكل جلسة: وزّع وقت المحرك,512,4,4,false,4,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/electric-milk-frother-cost-per-frothing-session-used/,ar,guide,075,everyday,electric-milk-frother-cost-per-frothing-session-used,تكلفة مخفّق الحليب لكل جلسة: افصل التسخين والخفق,تكلفة مخفّق الحليب لكل جلسة: افصل التسخين والخفق,510,4,4,false,4,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/electric-pasta-maker-cost-per-batch-used/,ar,guide,074,everyday,electric-pasta-maker-cost-per-batch-used,تكلفة آلة المعكرونة لكل دفعة: احسب الخلط والبثق والتجفيف,تكلفة آلة المعكرونة لكل دفعة: احسب الخلط والبثق والتجفيف,519,4,4,false,4,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/electric-pencil-sharpener-electricity-cost-per-sharpening-session-used/,ar,guide,091,everyday,electric-pencil-sharpener-electricity-cost-per-sharpening-session-used,تكلفة مبراة القلم الكهربائية لكل جلسة: احسب الدورات المتكررة,تكلفة مبراة القلم الكهربائية لكل جلسة: احسب الدورات المتكررة,374,4,4,false,5,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/electric-pressure-cooker-cost-per-cooking-cycle-used/,ar,guide,059,everyday,electric-pressure-cooker-cost-per-cooking-cycle-used,تكلفة قدر الضغط الكهربائي لكل دورة طهي,تكلفة قدر الضغط الكهربائي لكل دورة طهي,266,4,4,false,4,2026-09-02,true,2026-09-02,無資料
https://worthcalc.win/ar/guides/electric-shaver-electricity-cost-per-grooming-session-used/,ar,guide,108,everyday,electric-shaver-electricity-cost-per-grooming-session-used,تكلفة الحلاقة الكهربائية لكل جلسة عناية: احسب الشحن,تكلفة الحلاقة الكهربائية لكل جلسة عناية: احسب الشحن,326,5,5,false,4,2026-09-03,true,2026-09-03,PR #153
https://worthcalc.win/ar/guides/electric-space-heater-cost-per-heating-hour-used/,ar,guide,034,everyday,electric-space-heater-cost-per-heating-hour-used,تكلفة المدفأة الكهربائية لكل ساعة تدفئة: قارن القدرة ودورة التشغيل والغرفة,تكلفة المدفأة الكهربائية لكل ساعة تدفئة: قارن القدرة ودورة التشغيل والغرفة,207,3,4,false,2,2026-09-02,true,2026-09-02,無資料
https://worthcalc.win/ar/guides/electric-standing-desk-electricity-cost-per-adjusted-day-used/,ar,guide,087,everyday,electric-standing-desk-electricity-cost-per-adjusted-day-used,تكلفة المكتب الكهربائي لكل يوم ضبط: أدرج المحرك والاستعداد,تكلفة المكتب الكهربائي لكل يوم ضبط: أدرج المحرك والاستعداد,432,4,4,false,5,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/electric-stapler-electricity-cost-per-stapling-session-used/,ar,guide,092,everyday,electric-stapler-electricity-cost-per-stapling-session-used,تكلفة دباسة كهربائية لكل جلسة تدبيس: افصل حالات الانسداد,تكلفة دباسة كهربائية لكل جلسة تدبيس: افصل حالات الانسداد,370,4,4,false,5,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/electric-toothbrush-electricity-cost-per-charging-day-used/,ar,guide,107,everyday,electric-toothbrush-electricity-cost-per-charging-day-used,تكلفة كهرباء فرشاة الأسنان لكل يوم شحن: أدرج استعداد القاعدة,تكلفة كهرباء فرشاة الأسنان لكل يوم شحن: أدرج استعداد القاعدة,335,5,5,false,4,2026-09-03,true,2026-09-03,PR #153
https://worthcalc.win/ar/guides/electric-wine-cooler-electricity-cost-per-storage-day-used/,ar,guide,122,everyday,electric-wine-cooler-electricity-cost-per-storage-day-used,تكلفة مبرد النبيذ لكل يوم تخزين: احسب دورات الضاغط,تكلفة مبرد النبيذ لكل يوم تخزين: احسب دورات الضاغط,334,1,4,false,3,2026-09-03,true,2026-09-03,PR #155
https://worthcalc.win/ar/guides/electric-yogurt-maker-cost-per-batch-used/,ar,guide,067,everyday,electric-yogurt-maker-cost-per-batch-used,تكلفة صانعة الزبادي الكهربائية لكل دفعة: أدرج ساعات التخمير,تكلفة صانعة الزبادي الكهربائية لكل دفعة: أدرج ساعات التخمير,586,4,4,false,4,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/electricity-cost-per-kwh-used/,ar,guide,017,everyday,electricity-cost-per-kwh-used,تكلفة الكهرباء لكل كيلوواط ساعي مستخدم: أضف الرسوم الثابتة والائتمانات,تكلفة الكهرباء لكل كيلوواط ساعي مستخدم: أضف الرسوم الثابتة والائتمانات,364,37,5,true,2,2026-09-02,true,2026-09-02,PR #137
https://worthcalc.win/ar/guides/espresso-machine-cost-per-shot-used/,ar,guide,064,everyday,espresso-machine-cost-per-shot-used,تكلفة ماكينة الإسبريسو لكل جرعة: أدرج التسخين والتحضير والبخار,تكلفة ماكينة الإسبريسو لكل جرعة: أدرج التسخين والتحضير والبخار,274,4,4,false,4,2026-09-02,true,2026-09-02,無資料
https://worthcalc.win/ar/guides/event-ticket-cost-per-attended-hour/,ar,guide,016,memberships,event-ticket-cost-per-attended-hour,تكلفة تذكرة الفعالية لكل ساعة حضور: أضف السفر والرسوم والوقت الفائت,تكلفة تذكرة الفعالية لكل ساعة حضور: أضف السفر والرسوم والوقت الفائت,274,2,4,true,1,2026-09-02,true,2026-09-02,PR #135
https://worthcalc.win/ar/guides/external-hard-drive-electricity-cost-per-backup-job-used/,ar,guide,097,everyday,external-hard-drive-electricity-cost-per-backup-job-used,تكلفة القرص الخارجي لكل مهمة نسخ احتياطي: احسب النقل والخمول,تكلفة القرص الخارجي لكل مهمة نسخ احتياطي: احسب النقل والخمول,391,5,4,false,7,2026-09-03,true,2026-09-03,PR #151
https://worthcalc.win/ar/guides/family-plan-break-even-members/,ar,guide,011,memberships,family-plan-break-even-members,نقطة التعادل للخطة العائلية: كم عضواً يجعل الترقية مجدية؟,نقطة التعادل للخطة العائلية: كم عضواً يجعل الترقية مجدية؟,388,1,1,false,2,2026-09-02,true,2026-09-02,PR #130
https://worthcalc.win/ar/guides/food-dehydrator-cost-per-drying-hour-used/,ar,guide,066,everyday,food-dehydrator-cost-per-drying-hour-used,تكلفة مجفف الطعام لكل ساعة تجفيف: قِس السخان والمروحة,تكلفة مجفف الطعام لكل ساعة تجفيف: قِس السخان والمروحة,589,4,4,false,4,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/food-processor-cost-per-prep-session-used/,ar,guide,058,everyday,food-processor-cost-per-prep-session-used,تكلفة محضرة الطعام لكل جلسة تجهيز,تكلفة محضرة الطعام لكل جلسة تجهيز,380,4,4,false,4,2026-09-02,true,2026-09-02,無資料
https://worthcalc.win/ar/guides/free-trial-auto-renewal-first-charge/,ar,guide,011,memberships,free-trial-auto-renewal-first-charge,تكلفة التجربة المجانية والتجديد التلقائي: احسب أول خصم محتمل,تكلفة التجربة المجانية والتجديد التلقائي: احسب أول خصم محتمل,431,1,1,false,2,2026-09-02,true,2026-09-02,PR #130
https://worthcalc.win/ar/guides/freezer-cost-per-day-used/,ar,guide,033,everyday,freezer-cost-per-day-used,تكلفة المجمد لكل يوم استخدام: قارن طاقة الاستعداد والسعة والتخزين,تكلفة المجمد لكل يوم استخدام: قارن طاقة الاستعداد والسعة والتخزين,194,2,4,false,2,2026-09-02,true,2026-09-02,無資料
https://worthcalc.win/ar/guides/gaming-console-electricity-cost-per-gaming-hour-used/,ar,guide,080,everyday,gaming-console-electricity-cost-per-gaming-hour-used,تكلفة كهرباء منصة الألعاب لكل ساعة: أدرج حدود الشاشة والشبكة,تكلفة كهرباء منصة الألعاب لكل ساعة: أدرج حدود الشاشة والشبكة,533,4,4,false,5,2026-09-03,true,2026-09-03,無資料
https://worthcalc.win/ar/guides/garage-door-opener-electricity-cost-per-cycle-used/,ar,guide,117,everyday,garage-door-opener-electricity-cost-per-cycle-used,تكلفة مشغل باب المرآب لكل دورة: افصل الضوء والاستعداد,تكلفة مشغل باب المرآب لكل دورة: افصل الضوء والاستعداد,532,8,5,false,4,2026-09-03,true,2026-09-03,PR #154
https://worthcalc.win/ar/guides/garment-steamer-cost-per-steaming-hour-used/,ar,guide,052,everyday,garment-steamer-cost-per-steaming-hour-used,تكلفة جهاز تبخير الملابس لكل ساعة: أدرج التسخين ووقت البخار الفعلي,تكلفة جهاز تبخير الملابس لكل ساعة: أدرج التسخين ووقت البخار الفعلي,253,2,4,false,2,2026-09-02,true,2026-09-02,PR #142
https://worthcalc.win/ar/guides/glue-gun-electricity-cost-per-crafting-hour-used/,ar,guide,111,everyday,glue-gun-electricity-cost-per-crafting-hour-used,تكلفة مسدس الغراء لكل ساعة حرفة: افصل الحرارة والخمول,تكلفة مسدس الغراء لكل ساعة حرفة: افصل الحرارة والخمول,333,5,5,false,4,2026-09-03,true,2026-09-03,PR #153
